"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"NJ71",478,0,NA,NA,36.34,NA,0,NA,101
"NJ72",479,0,NA,NA,34.05,NA,0,NA,101
"NJ73",480,0,NA,NA,36.61,NA,0,NA,101
"NJ74",481,0,NA,NA,35.97,NA,0,NA,101
"NJ75",482,0,NA,NA,37.58,NA,0,NA,101
"NJ76",483,0,NA,NA,39.38,NA,0,NA,101
"NJ80",484,0,NA,NA,34.95,NA,0,NA,101
"NJ81",485,0,NA,NA,36.19,NA,0,NA,101
"NJ82",486,0,NA,NA,34.35,NA,0,NA,101
"NJ83",487,0,NA,NA,35.92,NA,0,NA,101
"NJ84",488,0,NA,NA,40.55,NA,0,NA,101
"NJ85",489,0,NA,NA,42.83,NA,0,NA,101
"NJ86",490,0,NA,NA,40.84,NA,0,NA,101
"NJ90",491,0,NA,NA,31.45,NA,0,NA,101
"NJ91",492,0,NA,NA,35.74,NA,0,NA,101
"NJ92",493,0,NA,NA,33.18,NA,0,NA,101
"NJ93",494,0,NA,NA,38.45,NA,0,NA,101
"NJ94",495,0,NA,NA,39.69,NA,0,NA,101
"NJ95",496,0,NA,NA,42.95,NA,0,NA,101
"NJ96",497,0,NA,NA,41.85,NA,0,NA,101
"NK02",498,0,NA,NA,31.32,NA,0,NA,101
"NK03",499,0,NA,NA,38.14,NA,0,NA,101
"NK04",500,0,NA,NA,40.11,NA,0,NA,101
"NK05",501,0,NA,NA,42.22,NA,0,NA,101
"NK06",502,0,NA,NA,40.24,NA,0,NA,101
"NK13",503,0,NA,NA,35.88,NA,0,NA,101
"NK14",504,0,NA,NA,37.78,NA,0,NA,101
"NK15",505,0,NA,NA,36.75,NA,0,NA,101
"NL57",506,0,NA,NA,34.2,NA,0,NA,101
"NL58",507,0,NA,NA,37.21,NA,0,NA,101
"NL68",508,0,NA,NA,38.46,NA,0,NA,101
"NL69",509,0,NA,NA,38.89,NA,0,NA,101
"NL79",510,0,NA,NA,39.78,NA,0,NA,101
"NL93",511,0,NA,NA,40.72,NA,0,NA,101
"NL94",512,0,NA,NA,36.83,NA,0,NA,101
"NM04",513,0,NA,NA,38.91,NA,0,NA,101
"NM05",514,0,NA,NA,41.61,NA,0,NA,101
"NM14",515,0,NA,NA,45.21,NA,0,NA,101
"NM15",516,0,NA,NA,34.87,NA,0,NA,101
"NM16",517,0,NA,NA,43.18,NA,0,NA,101
"NM19",518,0,NA,NA,33.39,NA,0,NA,101
"NM21",519,0,NA,NA,36.16,NA,0,NA,101
"NM22",520,0,NA,NA,36.37,NA,0,NA,101
"NM23",521,0,NA,NA,42.37,NA,0,NA,101
"NM24",522,0,NA,NA,42.91,NA,0,NA,101
"NM25",523,0,NA,NA,31.25,NA,0,NA,101
"NM26",524,0,NA,NA,39.78,NA,0,NA,101
"NM29",525,0,NA,NA,31.05,NA,0,NA,101
"NM31",526,0,NA,NA,36.11,NA,0,NA,101
"NM32",527,0,NA,NA,36.69,NA,0,NA,101
"NM33",528,0,NA,NA,37.26,NA,0,NA,101
"NM34",529,0,NA,NA,35.37,NA,0,NA,101
"NM35",530,0,NA,NA,39.53,NA,0,NA,101
"NM37",531,0,NA,NA,41.63,NA,0,NA,101
"NM38",532,0,NA,NA,40.63,NA,0,NA,101
"NM39",533,0,NA,NA,35.44,NA,0,NA,101
"NM40",534,0,NA,NA,31.97,NA,0,NA,101
"NM41",535,0,NA,NA,35.58,NA,0,NA,101
"NM42",536,0,NA,NA,31.4,NA,0,NA,101
"NM43",537,0,NA,NA,30.16,NA,0,NA,101
"NM44",538,0,NA,NA,31.03,NA,0,NA,101
"NM45",539,0,NA,NA,32.57,NA,0,NA,101
"NM46",540,0,NA,NA,34.37,NA,0,NA,101
"NM47",541,0,NA,NA,37.8,NA,0,NA,101
"NM48",542,0,NA,NA,33.9,NA,0,NA,101
"NM49",543,0,NA,NA,36.27,NA,0,NA,101
"NM51",544,0,NA,NA,34.25,NA,0,NA,101
"NM52",545,0,NA,NA,29.79,NA,0,NA,101
"NM53",546,0,NA,NA,27.47,NA,0,NA,101
"NM54",547,0,NA,NA,29.2,NA,0,NA,101
"NM55",548,0,NA,NA,31.32,NA,0,NA,101
"NM56",549,0,NA,NA,40.62,NA,0,NA,101
"NM57",550,0,NA,NA,34.47,NA,0,NA,101
"NM59",551,0,NA,NA,32.87,NA,0,NA,101
"NM60",552,0,NA,NA,30.15,NA,0,NA,101
"NM61",553,0,NA,NA,28.89,NA,0,NA,101
"NM62",554,0,NA,NA,31.54,NA,0,NA,101
"NM63",555,0,NA,NA,30.66,NA,0,NA,101
"NM64",556,0,NA,NA,32.43,NA,0,NA,101
"NM65",557,0,NA,NA,28.99,NA,0,NA,101
"NM66",558,0,NA,NA,37.94,NA,0,NA,101
"NM67",559,0,NA,NA,37.35,NA,0,NA,101
"NM68",560,0,NA,NA,39.47,NA,0,NA,101
"NM69",561,0,NA,NA,34.76,NA,0,NA,101
"NM70",562,0,NA,NA,26.81,NA,0,NA,101
"NM71",563,0,NA,NA,26.44,NA,0,NA,101
"NM72",564,0,NA,NA,34.12,NA,0,NA,101
"NM73",565,0,NA,NA,34.57,NA,0,NA,101
"NM74",566,0,NA,NA,35.09,NA,0,NA,101
"NM75",567,0,NA,NA,34.98,NA,0,NA,101
"NM76",568,0,NA,NA,39.36,NA,0,NA,101
"NM77",569,0,NA,NA,38.96,NA,0,NA,101
"NM78",570,0,NA,NA,42.33,NA,0,NA,101
"NM79",571,0,NA,NA,37.59,NA,0,NA,101
"NM80",572,0,NA,NA,32.47,NA,0,NA,101
"NM81",573,0,NA,NA,37.63,NA,0,NA,101
"NM82",574,0,NA,NA,28.19,NA,0,NA,101
"NM83",575,0,NA,NA,30.12,NA,0,NA,101
"NM84",576,0,NA,NA,36.74,NA,0,NA,101
"NM85",577,0,NA,NA,38.02,NA,0,NA,101
"NM86",578,0,NA,NA,39.54,NA,0,NA,101
"NM87",579,0,NA,NA,39.28,NA,0,NA,101
"NM88",580,0,NA,NA,39.77,NA,0,NA,101
"NM89",581,0,NA,NA,38.21,NA,0,NA,101
"NM90",582,0,NA,NA,36.42,NA,0,NA,101
"NM91",583,0,NA,NA,38.27,NA,0,NA,101
"NM92",584,0,NA,NA,38.77,NA,0,NA,101
"NM93",585,0,NA,NA,32.32,NA,0,NA,101
"NM94",586,0,NA,NA,34.56,NA,0,NA,101
"NM95",587,0,NA,NA,30.69,NA,0,NA,101
"NM96",588,0,NA,NA,40.5,NA,0,NA,101
"NM97",589,0,NA,NA,38.78,NA,0,NA,101
"NM98",590,0,NA,NA,40.1,NA,0,NA,101
"NM99",591,0,NA,NA,39.33,NA,0,NA,101
"NN00",592,0,NA,NA,34.69,NA,0,NA,101
"NN01",593,0,NA,NA,36.27,NA,0,NA,101
"NN02",594,0,NA,NA,36.59,NA,0,NA,101
"NN03",595,0,NA,NA,40.07,NA,0,NA,101
"NN04",596,0,NA,NA,42.14,NA,0,NA,101
"NN05",597,0,NA,NA,35.42,NA,0,NA,101
"NN06",598,0,NA,NA,28.03,NA,0,NA,101
"NN07",599,0,NA,NA,31.43,NA,0,NA,101
"NN08",600,0,NA,NA,39.61,NA,0,NA,101
"NN09",601,0,NA,NA,38.95,NA,0,NA,101
"NN10",602,0,NA,NA,35.19,NA,0,NA,101
"NN11",603,0,NA,NA,36.31,NA,0,NA,101
"NN12",604,0,NA,NA,36.05,NA,0,NA,101
"NN13",605,0,NA,NA,40.08,NA,0,NA,101
"NN14",606,0,NA,NA,40.79,NA,0,NA,101
"NN15",607,0,NA,NA,41.06,NA,0,NA,101
"NN16",608,0,NA,NA,38.91,NA,0,NA,101
"NN17",609,0,NA,NA,28.96,NA,0,NA,101
"NN18",610,0,NA,NA,31.35,NA,0,NA,101
"NN19",611,0,NA,NA,38.15,NA,0,NA,101
"NN20",612,0,NA,NA,34.05,NA,0,NA,101
"NN21",613,0,NA,NA,34.67,NA,0,NA,101
"NN22",614,0,NA,NA,34.6,NA,0,NA,101
"NN23",615,0,NA,NA,36.41,NA,0,NA,101
"NN24",616,0,NA,NA,37.7,NA,0,NA,101
"NN25",617,0,NA,NA,41.09,NA,0,NA,101
"NN26",618,0,NA,NA,44.02,NA,0,NA,101
"NN27",619,0,NA,NA,42.87,NA,0,NA,101
"NN28",620,0,NA,NA,35.41,NA,0,NA,101
"NN29",621,0,NA,NA,38.43,NA,0,NA,101
"NN30",622,0,NA,NA,35.31,NA,0,NA,101
"NN31",623,0,NA,NA,34.98,NA,0,NA,101
"NN32",624,0,NA,NA,33.42,NA,0,NA,101
"NN33",625,0,NA,NA,38.16,NA,0,NA,101
"NN34",626,0,NA,NA,36.99,NA,0,NA,101
"NN35",627,0,NA,NA,31.1,NA,0,NA,101
"NN36",628,0,NA,NA,41.2,NA,0,NA,101
"NN37",629,0,NA,NA,40.39,NA,0,NA,101
"NN38",630,0,NA,NA,41.22,NA,0,NA,101
"NN39",631,0,NA,NA,41.42,NA,0,NA,101
"NN40",632,0,NA,NA,30.37,NA,0,NA,101
"NN41",633,0,NA,NA,38.07,NA,0,NA,101
"NN42",634,0,NA,NA,38.32,NA,0,NA,101
"NN43",635,0,NA,NA,38.48,NA,0,NA,101
"NN44",636,0,NA,NA,37.17,NA,0,NA,101
"NN45",637,0,NA,NA,30.81,NA,0,NA,101
"NN46",638,0,NA,NA,41.08,NA,0,NA,101
"NN47",639,0,NA,NA,40.29,NA,0,NA,101
"NN48",640,0,NA,NA,41.16,NA,0,NA,101
"NN49",641,0,NA,NA,39.69,NA,0,NA,101
"NN50",642,0,NA,NA,31.23,NA,0,NA,101
"NN51",643,0,NA,NA,34.45,NA,0,NA,101
"NN52",644,0,NA,NA,36.04,NA,0,NA,101
"NN53",645,0,NA,NA,40.31,NA,0,NA,101
"NN54",646,0,NA,NA,40.55,NA,0,NA,101
"NN55",647,0,NA,NA,31.85,NA,0,NA,101
"NN56",648,0,NA,NA,41.68,NA,0,NA,101
"NN57",649,0,NA,NA,41.23,NA,0,NA,101
"NN58",650,0,NA,NA,41.68,NA,0,NA,101
"NN59",651,0,NA,NA,29.08,NA,0,NA,101
"NN60",652,0,NA,NA,33.25,NA,0,NA,101
"NN61",653,0,NA,NA,35.16,NA,0,NA,101
"NN62",654,0,NA,NA,36.82,NA,0,NA,101
"NN63",655,0,NA,NA,37.84,NA,0,NA,101
"NN64",656,0,NA,NA,37.23,NA,0,NA,101
"NN65",657,0,NA,NA,40.19,NA,0,NA,101
"NN66",658,0,NA,NA,35.57,NA,0,NA,101
"NN67",659,0,NA,NA,44.46,NA,0,NA,101
"NN68",660,0,NA,NA,32.81,NA,0,NA,101
"NN69",661,0,NA,NA,29.65,NA,0,NA,101
"NN70",662,0,NA,NA,34.91,NA,0,NA,101
"NN71",663,0,NA,NA,31.64,NA,0,NA,101
"NN72",664,0,NA,NA,32.63,NA,0,NA,101
"NN73",665,0,NA,NA,31.36,NA,0,NA,101
"NN74",666,0,NA,NA,27.33,NA,0,NA,101
"NN75",667,0,NA,NA,28.14,NA,0,NA,101
"NN76",668,0,NA,NA,25,NA,0,NA,101
"NN77",669,0,NA,NA,37.25,NA,0,NA,101
"NN78",670,0,NA,NA,43.36,NA,0,NA,101
"NN79",671,0,NA,NA,33.78,NA,0,NA,101
"NN80",672,0,NA,NA,31.27,NA,0,NA,101
"NN81",673,0,NA,NA,37.87,NA,0,NA,101
"NN82",674,0,NA,NA,35.2,NA,0,NA,101
"NN83",675,0,NA,NA,30.34,NA,0,NA,101
"NN84",676,0,NA,NA,31.32,NA,0,NA,101
"NN85",677,0,NA,NA,29.15,NA,0,NA,101
"NN86",678,0,NA,NA,24.92,NA,0,NA,101
"NN87",679,0,NA,NA,44.89,NA,0,NA,101
"NN88",680,0,NA,NA,43.76,NA,0,NA,101
"NN89",681,0,NA,NA,41.14,NA,0,NA,101
"NN90",682,0,NA,NA,25.01,NA,0,NA,101
"NN91",683,0,NA,NA,39,NA,0,NA,101
"NN92",684,0,NA,NA,39.73,NA,0,NA,101
"NN93",685,0,NA,NA,31.25,NA,0,NA,101
"NN94",686,0,NA,NA,31.14,NA,0,NA,101
"NN95",687,0,NA,NA,26.9,NA,0,NA,101
"NN96",688,0,NA,NA,35.34,NA,0,NA,101
"NN97",689,0,NA,NA,44.94,NA,0,NA,101
"NN98",690,0,NA,NA,42.96,NA,0,NA,101
"NN99",691,0,NA,NA,41.74,NA,0,NA,101
"NO00",692,0,NA,NA,36.48,NA,0,NA,101
"NO01",693,0,NA,NA,41.58,NA,0,NA,101
"NO02",694,0,NA,NA,39.08,NA,0,NA,101
"NO03",695,0,NA,NA,38.48,NA,0,NA,101
"NO04",696,0,NA,NA,28.93,NA,0,NA,101
"NO05",697,0,NA,NA,33.69,NA,0,NA,101
"NO06",698,0,NA,NA,31.81,NA,0,NA,101
"NO07",699,0,NA,NA,38.48,NA,0,NA,101
"NO08",700,0,NA,NA,41.03,NA,0,NA,101
"NO09",701,0,NA,NA,40.69,NA,0,NA,101
"NO10",702,0,NA,NA,41.67,NA,0,NA,101
"NO11",703,0,NA,NA,40.61,NA,0,NA,101
"NO12",704,0,NA,NA,40.32,NA,0,NA,101
"NO13",705,0,NA,NA,38.49,NA,0,NA,101
"NO14",706,0,NA,NA,33.7,NA,0,NA,101
"NO15",707,0,NA,NA,28.71,NA,0,NA,101
"NO16",708,0,NA,NA,30.2,NA,0,NA,101
"NO17",709,0,NA,NA,33.91,NA,0,NA,101
"NO18",710,0,NA,NA,36.52,NA,0,NA,101
"NO19",711,0,NA,NA,37.92,NA,0,NA,101
"NO20",712,0,NA,NA,41.99,NA,0,NA,101
"NO21",713,0,NA,NA,38.98,NA,0,NA,101
"NO22",714,0,NA,NA,41,NA,0,NA,101
"NO23",715,0,NA,NA,37.76,NA,0,NA,101
"NO24",716,0,NA,NA,38.05,NA,0,NA,101
"NO25",717,0,NA,NA,28.16,NA,0,NA,101
"NO26",718,0,NA,NA,33.46,NA,0,NA,101
"NO27",719,0,NA,NA,31.8,NA,0,NA,101
"NO28",720,0,NA,NA,33.92,NA,0,NA,101
"NO29",721,0,NA,NA,40.68,NA,0,NA,101
"NO30",722,0,NA,NA,41.36,NA,0,NA,101
"NO31",723,0,NA,NA,41.89,NA,0,NA,101
"NO32",724,0,NA,NA,43.53,NA,0,NA,101
"NO33",725,0,NA,NA,41.29,NA,0,NA,101
"NO34",726,0,NA,NA,35.71,NA,0,NA,101
"NO35",727,0,NA,NA,34.16,NA,0,NA,101
"NO36",728,0,NA,NA,32.36,NA,0,NA,101
"NO37",729,0,NA,NA,31.18,NA,0,NA,101
"NO38",730,0,NA,NA,31.96,NA,0,NA,101
"NO39",731,0,NA,NA,35.66,NA,0,NA,101
"NO40",732,0,NA,NA,41.25,NA,0,NA,101
"NO41",733,0,NA,NA,42.33,NA,0,NA,101
"NO42",734,0,NA,NA,41.21,NA,0,NA,101
"NO43",735,0,NA,NA,42.65,NA,0,NA,101
"NO44",736,0,NA,NA,37.75,NA,0,NA,101
"NO45",737,0,NA,NA,33.97,NA,0,NA,101
"NO46",738,0,NA,NA,29.12,NA,0,NA,101
"NO47",739,0,NA,NA,29.78,NA,0,NA,101
"NO48",740,0,NA,NA,35.6,NA,0,NA,101
"NO49",741,0,NA,NA,34.18,NA,0,NA,101
"NO50",742,0,NA,NA,42.88,NA,0,NA,101
"NO51",743,0,NA,NA,42.14,NA,0,NA,101
"NO52",744,0,NA,NA,23.13,NA,0,NA,101
"NO53",745,0,NA,NA,41.66,NA,0,NA,101
"NO54",746,0,NA,NA,37.17,NA,0,NA,101
"NO55",747,0,NA,NA,34.08,NA,0,NA,101
"NO56",748,0,NA,NA,33.16,NA,0,NA,101
"NO57",749,0,NA,NA,29.46,NA,0,NA,101
"NO58",750,0,NA,NA,31.14,NA,0,NA,101
"NO59",751,0,NA,NA,34.02,NA,0,NA,101
"NO60",752,0,NA,NA,44.78,NA,0,NA,101
"NO61",753,0,NA,NA,42.66,NA,0,NA,101
"NO63",754,0,NA,NA,40.04,NA,0,NA,101
"NO64",755,0,NA,NA,36.39,NA,0,NA,101
"NO65",756,0,NA,NA,33.9,NA,0,NA,101
"NO66",757,0,NA,NA,33.52,NA,0,NA,101
"NO67",758,0,NA,NA,31.12,NA,0,NA,101
"NO68",759,0,NA,NA,28.23,NA,0,NA,101
"NO69",760,0,NA,NA,29.38,NA,0,NA,101
"NO74",761,0,NA,NA,35.44,NA,0,NA,101
"NO75",762,0,NA,NA,34.51,NA,0,NA,101
"NO76",763,0,NA,NA,34.7,NA,0,NA,101
"NO77",764,0,NA,NA,35.86,NA,0,NA,101
"NO78",765,0,NA,NA,26.42,NA,0,NA,101
"NO79",766,0,NA,NA,28.96,NA,0,NA,101
"NO86",767,0,NA,NA,34.56,NA,0,NA,101
"NO87",768,0,NA,NA,37.2,NA,0,NA,101
"NO88",769,0,NA,NA,37.05,NA,0,NA,101
"NO89",770,0,NA,NA,34.48,NA,0,NA,101
"NO99",771,0,NA,NA,35.61,NA,0,NA,101
"NR15",772,0,NA,NA,31.27,NA,0,NA,101
"NR16",773,0,NA,NA,37.94,NA,0,NA,101
"NR24",774,0,NA,NA,36.32,NA,0,NA,101
"NR25",775,0,NA,NA,34.07,NA,0,NA,101
"NR26",776,0,NA,NA,36.52,NA,0,NA,101
"NR27",777,0,NA,NA,36.63,NA,0,NA,101
"NR33",778,0,NA,NA,33.03,NA,0,NA,101
"NR34",779,0,NA,NA,37.09,NA,0,NA,101
"NR35",780,0,NA,NA,33.54,NA,0,NA,101
"NR36",781,0,NA,NA,38.64,NA,0,NA,101
"NR37",782,0,NA,NA,39.54,NA,0,NA,101
"NR38",783,0,NA,NA,40.26,NA,0,NA,101
"NR39",784,0,NA,NA,35.69,NA,0,NA,101
"NR44",785,0,NA,NA,39.61,NA,0,NA,101
"NR45",786,0,NA,NA,36.73,NA,0,NA,101
"NR46",787,0,NA,NA,38.08,NA,0,NA,101
"NR47",788,0,NA,NA,37.33,NA,0,NA,101
"NR48",789,0,NA,NA,38.63,NA,0,NA,101
"NR49",790,0,NA,NA,34.87,NA,0,NA,101
"NR50",791,0,NA,NA,32.31,NA,0,NA,101
"NR51",792,0,NA,NA,33.16,NA,0,NA,101
"NR56",793,0,NA,NA,36.56,NA,0,NA,101
"NR57",794,0,NA,NA,35.19,NA,0,NA,101
"NR58",795,0,NA,NA,35.51,NA,0,NA,101
"NR59",796,0,NA,NA,34.54,NA,0,NA,101
"NR60",797,0,NA,NA,31.69,NA,0,NA,101
"NR61",798,0,NA,NA,30.27,NA,0,NA,101
"NR62",799,0,NA,NA,33.8,NA,0,NA,101
"NR63",800,0,NA,NA,32.53,NA,0,NA,101
"NR64",801,0,NA,NA,29.78,NA,0,NA,101
"NR65",802,0,NA,NA,34.84,NA,0,NA,101
"NR67",803,0,NA,NA,31.3,NA,0,NA,101
"NR68",804,0,NA,NA,32.61,NA,0,NA,101
"NR69",805,0,NA,NA,34.62,NA,0,NA,101
"NR70",806,0,NA,NA,32.06,NA,0,NA,101
"NR71",807,0,NA,NA,30.93,NA,0,NA,101
"NR72",808,0,NA,NA,31.95,NA,0,NA,101
"NR73",809,0,NA,NA,31.6,NA,0,NA,101
"NR74",810,0,NA,NA,33.25,NA,0,NA,101
"NR75",811,0,NA,NA,35.35,NA,0,NA,101
"NR76",812,0,NA,NA,35.2,NA,0,NA,101
"NR77",813,0,NA,NA,37.86,NA,0,NA,101
"NR78",814,0,NA,NA,37.82,NA,0,NA,101
"NR79",815,0,NA,NA,36.8,NA,0,NA,101
"NR82",816,0,NA,NA,33.32,NA,0,NA,101
"NR83",817,0,NA,NA,32.77,NA,0,NA,101
"NR84",818,0,NA,NA,32.38,NA,0,NA,101
"NR85",819,0,NA,NA,35.31,NA,0,NA,101
"NR86",820,0,NA,NA,36.92,NA,0,NA,101
"NR87",821,0,NA,NA,35.57,NA,0,NA,101
"NR88",822,0,NA,NA,35.83,NA,0,NA,101
"NR89",823,0,NA,NA,36.14,NA,0,NA,101
"NR92",824,0,NA,NA,30.66,NA,0,NA,101
"NR93",825,0,NA,NA,27.98,NA,0,NA,101
"NR94",826,0,NA,NA,23.1,NA,0,NA,101
"NR95",827,0,NA,NA,33.06,NA,0,NA,101
"NR96",828,0,NA,NA,37.9,NA,0,NA,101
"NR97",829,0,NA,NA,37.81,NA,0,NA,101
"NR98",830,0,NA,NA,36.33,NA,0,NA,101
"NR99",831,0,NA,NA,34.83,NA,0,NA,101
"NS00",832,0,NA,NA,31.61,NA,0,NA,101
"NS01",833,0,NA,NA,32.51,NA,0,NA,101
"NS02",834,0,NA,NA,35.41,NA,0,NA,101
"NS03",835,0,NA,NA,33.85,NA,0,NA,101
"NS04",836,0,NA,NA,34.22,NA,0,NA,101
"NS05",837,0,NA,NA,32.72,NA,0,NA,101
"NS06",838,0,NA,NA,30.4,NA,0,NA,101
"NS07",839,0,NA,NA,38.44,NA,0,NA,101
"NS08",840,0,NA,NA,37.08,NA,0,NA,101
"NS09",841,0,NA,NA,34.76,NA,0,NA,101
"NS10",842,0,NA,NA,31.58,NA,0,NA,101
"NS14",843,0,NA,NA,33.65,NA,0,NA,101
"NS15",844,0,NA,NA,34.12,NA,0,NA,101
"NS16",845,0,NA,NA,31.35,NA,0,NA,101
"NS17",846,0,NA,NA,40.51,NA,0,NA,101
"NS18",847,0,NA,NA,38.42,NA,0,NA,101
"NS19",848,0,NA,NA,36.84,NA,0,NA,101
"NS20",849,0,NA,NA,33.99,NA,0,NA,101
"NS21",850,0,NA,NA,31.12,NA,0,NA,101
"NS22",851,0,NA,NA,29.13,NA,0,NA,101
"NS23",852,0,NA,NA,29.57,NA,0,NA,101
"NS24",853,0,NA,NA,35.76,NA,0,NA,101
"NS25",854,0,NA,NA,28.38,NA,0,NA,101
"NS26",855,0,NA,NA,29.17,NA,0,NA,101
"NS27",856,0,NA,NA,31.42,NA,0,NA,101
"NS28",857,0,NA,NA,35.62,NA,0,NA,101
"NS29",858,0,NA,NA,35.76,NA,0,NA,101
"NS30",859,0,NA,NA,34.04,NA,0,NA,101
"NS31",860,0,NA,NA,29.38,NA,0,NA,101
"NS32",861,0,NA,NA,29.72,NA,0,NA,101
"NS33",862,0,NA,NA,35.46,NA,0,NA,101
"NS34",863,0,NA,NA,37.25,NA,0,NA,101
"NS35",864,0,NA,NA,37.44,NA,0,NA,101
"NS36",865,0,NA,NA,33.87,NA,0,NA,101
"NS37",866,0,NA,NA,33.54,NA,0,NA,101
"NS38",867,0,NA,NA,32.78,NA,0,NA,101
"NS39",868,0,NA,NA,33.54,NA,0,NA,101
"NS40",869,0,NA,NA,31.54,NA,0,NA,101
"NS41",870,0,NA,NA,30.6,NA,0,NA,101
"NS42",871,0,NA,NA,30.87,NA,0,NA,101
"NS43",872,0,NA,NA,34.62,NA,0,NA,101
"NS44",873,0,NA,NA,37.76,NA,0,NA,101
"NS45",874,0,NA,NA,39.09,NA,0,NA,101
"NS46",875,0,NA,NA,38.75,NA,0,NA,101
"NS47",876,0,NA,NA,34.24,NA,0,NA,101
"NS48",877,0,NA,NA,33.8,NA,0,NA,101
"NS49",878,0,NA,NA,29.98,NA,0,NA,101
"NS50",879,0,NA,NA,33.63,NA,0,NA,101
"NS51",880,0,NA,NA,32.41,NA,0,NA,101
"NS52",881,0,NA,NA,33.87,NA,0,NA,101
"NS53",882,0,NA,NA,37.4,NA,0,NA,101
"NS54",883,0,NA,NA,20.62,NA,0,NA,101
"NS55",884,0,NA,NA,40.05,NA,0,NA,101
"NS56",885,0,NA,NA,39.86,NA,0,NA,101
"NS57",886,0,NA,NA,40.77,NA,0,NA,101
"NS58",887,0,NA,NA,35.97,NA,0,NA,101
"NS59",888,0,NA,NA,30.37,NA,0,NA,101
"NS60",889,0,NA,NA,33.97,NA,0,NA,101
"NS61",890,0,NA,NA,34.73,NA,0,NA,101
"NS62",891,0,NA,NA,31.83,NA,0,NA,101
"NS63",892,0,NA,NA,28.75,NA,0,NA,101
"NS64",893,0,NA,NA,36.37,NA,0,NA,101
"NS65",894,0,NA,NA,40.17,NA,0,NA,101
"NS66",895,0,NA,NA,41.06,NA,0,NA,101
"NS67",896,0,NA,NA,39.96,NA,0,NA,101
"NS68",897,0,NA,NA,31.52,NA,0,NA,101
"NS69",898,0,NA,NA,35.92,NA,0,NA,101
"NS70",899,0,NA,NA,33.28,NA,0,NA,101
"NS71",900,0,NA,NA,35.22,NA,0,NA,101
"NS72",901,0,NA,NA,36.22,NA,0,NA,101
"NS73",902,0,NA,NA,28.35,NA,0,NA,101
"NS74",903,0,NA,NA,35.29,NA,0,NA,101
"NS75",904,0,NA,NA,39.37,NA,0,NA,101
"NS76",905,0,NA,NA,41.57,NA,0,NA,101
"NS77",906,0,NA,NA,40.24,NA,0,NA,101
"NS78",907,0,NA,NA,36.99,NA,0,NA,101
"NS79",908,0,NA,NA,38.02,NA,0,NA,101
"NS80",909,0,NA,NA,37.16,NA,0,NA,101
"NS81",910,0,NA,NA,39.94,NA,0,NA,101
"NS82",911,0,NA,NA,39.25,NA,0,NA,101
"NS83",912,0,NA,NA,35.29,NA,0,NA,101
"NS84",913,0,NA,NA,34.77,NA,0,NA,101
"NS85",914,0,NA,NA,35.59,NA,0,NA,101
"NS86",915,0,NA,NA,39.08,NA,0,NA,101
"NS87",916,0,NA,NA,38.56,NA,0,NA,101
"NS88",917,0,NA,NA,40.47,NA,0,NA,101
"NS89",918,0,NA,NA,43.17,NA,0,NA,101
"NS90",919,0,NA,NA,41.85,NA,0,NA,101
"NS91",920,0,NA,NA,43.86,NA,0,NA,101
"NS92",921,0,NA,NA,41.83,NA,0,NA,101
"NS93",922,0,NA,NA,31.56,NA,0,NA,101
"NS94",923,0,NA,NA,28.24,NA,0,NA,101
"NS95",924,0,NA,NA,34.53,NA,0,NA,101
"NS96",925,0,NA,NA,38.3,NA,0,NA,101
"NS97",926,0,NA,NA,38.03,NA,0,NA,101
"NS98",927,0,NA,NA,42.06,NA,0,NA,101
"NS99",928,0,NA,NA,39.1,NA,0,NA,101
"NT00",929,0,NA,NA,37.41,NA,0,NA,101
"NT01",930,0,NA,NA,42.01,NA,0,NA,101
"NT02",931,0,NA,NA,41.02,NA,0,NA,101
"NT03",932,0,NA,NA,34.54,NA,0,NA,101
"NT04",933,0,NA,NA,29.8,NA,0,NA,101
"NT05",934,0,NA,NA,32.98,NA,0,NA,101
"NT06",935,0,NA,NA,36,NA,0,NA,101
"NT07",936,0,NA,NA,32.42,NA,0,NA,101
"NT08",937,0,NA,NA,34.53,NA,0,NA,101
"NT09",938,0,NA,NA,37.35,NA,0,NA,101
"NT10",939,0,NA,NA,38.13,NA,0,NA,101
"NT11",940,0,NA,NA,39.82,NA,0,NA,101
"NT12",941,0,NA,NA,39.92,NA,0,NA,101
"NT13",942,0,NA,NA,38.49,NA,0,NA,101
"NT14",943,0,NA,NA,34.25,NA,0,NA,101
"NT15",944,0,NA,NA,36.42,NA,0,NA,101
"NT16",945,0,NA,NA,37.85,NA,0,NA,101
"NT17",946,0,NA,NA,33.33,NA,0,NA,101
"NT18",947,0,NA,NA,39.58,NA,0,NA,101
"NT19",948,0,NA,NA,40.75,NA,0,NA,101
"NT20",949,0,NA,NA,36.59,NA,0,NA,101
"NT21",950,0,NA,NA,42.66,NA,0,NA,101
"NT22",951,0,NA,NA,42.03,NA,0,NA,101
"NT23",952,0,NA,NA,37.23,NA,0,NA,101
"NT24",953,0,NA,NA,35.88,NA,0,NA,101
"NT25",954,0,NA,NA,30,NA,0,NA,101
"NT26",955,0,NA,NA,36.03,NA,0,NA,101
"NT27",956,0,NA,NA,36.76,NA,0,NA,101
"NT28",957,0,NA,NA,38.77,NA,0,NA,101
